,Id,Price_main,Price_for_m2,Address,district,area,rooms,floor,build_year
1368,4056773452.0,134980,1700.0,"Берестейський проспект, 11 к3",Шевченківський,79.4,2,31,2021.0
1369,4238511026.0,57500,1250.0,"Парково-Сирецька вулиця, 8",Шевченківський,46.0,2,4,1965.0
1370,2065243453.0,2080000,6001.0,"вулиця Мечникова, 11-А",Печерський,346.6,1,11,2022.0
1371,3759087502.0,44900,748.0,"вулиця Єлизавети Чавдар, 13",Дарницький,60.0,1,26,2013.0
1373,4223723884.0,34900,1897.0,Левандовська вулиця,Печерський,18.4,1,3,1917.0
1376,3215919234.0,219000,2433.0,"Голосіївська вулиця, 13-Б",Голосіївський,90.0,3,19,2008.0
1378,3991570985.0,115000,1769.0,"Каховська вулиця, 62-А",Дніпровський,65.0,2,26,2020.0
1380,3987928510.0,390000,2191.0,"вулиця Євгена Коновальця, 32-Б",Печерський,178.0,4,15,2006.0
1381,4129219712.0,94000,1469.0,"вулиця Олександра Олеся, 5-А",Подільський,64.0,2,16,2023.0
1382,4245493415.0,90000,1800.0,"Почайнинська вулиця, 52",Подільський,50.0,2,5,1956.0
1383,3774311061.0,58000,1611.0,"Русанівська набережна, 8",Дніпровський,36.0,1,7,1968.0
1384,3485850969.0,65000,956.0,"вулиця Зодчих, 50-А",Святошинський,68.0,3,5,1970.0
1386,4156472713.0,55000,1486.0,"вулиця Лариси Руденко, 8",Дарницький,37.0,1,4,1996.0
1387,4073906930.0,130000,1275.0,"вулиця Михайла Максимовича, 32-А",Солом’янський,102.0,3,2,2021.0
1388,4242600497.0,132000,2640.0,"Набережно-Рибальська дорога, 27",Оболонський,50.0,1,19,2023.0
1389,3852866988.0,227000,3752.0,"вулиця Андрія Верхогляда, 15",Печерський,60.5,2,15,2017.0
1390,4245387731.0,41000,707.0,"вулиця Олександра Махова, 4-Г",Святошинський,58.0,2,14,1982.0
1392,1888349054.0,420000,3443.0,"вулиця Андрія Верхогляда, 11",Печерський,122.0,3,14,2017.0
1393,1617081546.0,245000,1079.0,"проспект Володимира Івасюка, 2-Д",Оболонський,227.0,3,6,2017.0
1396,4195360285.0,83000,1416.0,"вулиця Соломії Крушельницької, 15-В",Дарницький,58.6,2,2,2018.0
1397,2470741039.0,360000,2323.0,"вулиця Князів Острозьких, 46/2",Печерський,155.0,4,6,2006.0
1398,4216623854.0,158000,997.0,"вулиця Академіка Булаховського, 5-В",Святошинський,158.4,4,8,2001.0
1399,2890261156.0,92999,2263.0,"вулиця Михайла Максимовича, 26-Г",Голосіївський,41.1,1,14,2021.0
1400,3746816631.0,99000,1500.0,"проспект Володимира Івасюка, 53-Б",Оболонський,66.0,2,22,2009.0
1401,2927665092.0,245000,2991.0,"Берестейський проспект, 42а",Шевченківський,81.9,3,9,2022.0
1402,2694547689.0,245000,2883.0,"Берестейський проспект, 42а",Шевченківський,84.97,2,14,2022.0
1403,2730861387.0,215000,2205.0,"Берестейський проспект, 42а",Шевченківський,97.52,2,5,2022.0
1404,4180696919.0,499000,2321.0,"Бульварно-Кудрявська вулиця, 11-А",Шевченківський,215.0,5,17,2003.0
1405,4246033627.0,169000,1943.0,"Конча-Заспинська вулиця, 16",Голосіївський,87.0,4,10,2013.0
1407,4179535366.0,37000,1242.0,"вулиця Мілютенка, 46",Деснянський,29.8,1,3,1974.0
1408,4246558955.0,184000,1322.0,"Депутатська вулиця, 23-А",Святошинський,139.2,4,21,2007.0
1410,2705175690.0,158000,2020.0,"вулиця Василя Тютюнника, 37/1",Печерський,78.2,2,23,2018.0
1411,4207425980.0,127000,3024.0,"вулиця Михайла Максимовича, 24-Г",Голосіївський,42.0,2,12,2025.0
1413,3907792859.0,90000,1233.0,"вулиця Миколи Хвильового, 1",Дарницький,73.0,2,4,2011.0
1414,4207764226.0,75000,1744.0,"вулиця Миколи Закревського, 97",Деснянський,43.0,1,16,2013.0
1415,4180204308.0,395000,4759.0,"Деміївська вулиця, 29",Голосіївський,83.0,3,15,2019.0
1416,4172201808.0,103000,2412.0,"Глибочицька вулиця, 13-1",Шевченківський,42.7,1,5,2018.0
1417,4133095739.0,135000,1350.0,"Хмельницька вулиця, 10",Святошинський,100.0,3,2,2003.0
1420,3818155508.0,200000,1862.0,"вулиця Ярославів Вал, 14-Д",Шевченківський,107.4,4,1,1917.0
1421,4219343006.0,76000,1101.0,"вулиця Братства Тарасівців, 5",Дарницький,69.0,3,2,1984.0
1422,3880437749.0,110000,2340.0,"вулиця Євгена Коновальця, 37",Печерський,47.0,2,9,1972.0
1423,4223176335.0,81000,1929.0,"вулиця Михайла Максимовича, 9",Голосіївський,42.0,1,8,2014.0
1424,4241772916.0,38000,809.0,"бульвар Вацлава Гавела, 85",Солом’янський,47.0,2,4,1962.0
1425,4073881072.0,160000,2156.0,"вулиця Академіка Лебедєва, 1",Голосіївський,74.2,3,6,2014.0
1426,3699322802.0,76900,1025.0,"Вишняківська вулиця, 6-А",Дарницький,75.0,3,10,1996.0
1427,4176858662.0,64500,1382.0,"вулиця Академіка Заболотного, 1-А",Голосіївський,46.66,1,29,2021.0
1428,3948229873.0,139500,1380.0,"вулиця Юлії Здановської, 58",Голосіївський,101.1,3,8,2006.0
1429,4236509714.0,185000,2125.0,"вулиця Гліба Бабіча, 8-Г",Дарницький,87.05,3,6,2024.0
1430,3829040108.0,155000,2422.0,"Практична вулиця, 1",Солом’янський,64.0,2,8,2017.0
1431,3815673059.0,230000,2193.0,"бульвар Лесі Українки, 7-А",Печерський,104.9,2,14,2012.0
1432,4220394797.0,126000,1636.0,"вулиця Єлизавети Чавдар, 11",Дарницький,77.0,2,4,2010.0
1434,4000518310.0,70900,1576.0,"проспект Павла Тичини, 14-А",Дніпровський,45.0,2,8,1972.0
1435,3061391061.0,58000,951.0,"вулиця Андрія Малишка, 31",Дніпровський,61.0,3,7,1970.0
1436,4243117403.0,150000,2000.0,"Паньківська вулиця, 18",Голосіївський,75.0,3,5,1903.0
1437,3491079414.0,142000,2705.0,"Берестейський проспект, 11 к1",Шевченківський,52.5,1,34,2021.0
1438,4211223774.0,38000,1319.0,"Лісовий проспект, 24",Деснянський,28.8,1,3,1970.0
1440,4072288786.0,65900,867.0,"вулиця Рональда Рейгана, 6-А",Деснянський,76.0,3,12,1983.0
1441,3689170329.0,368000,2875.0,"вулиця Хрещатик, 15",Печерський,128.0,3,4,1914.0
1442,4212292684.0,85000,1214.0,"Мокра вулиця, 7",Солом’янський,70.0,3,9,1982.0
1443,4039768557.0,85000,1049.0,"вулиця Кадетський Гай, 12",Солом’янський,81.0,3,25,2021.0
1444,3651719973.0,395000,3990.0,"Предславинська вулиця, 42-А",Печерський,99.0,2,3,2021.0
1446,3103692865.0,409500,3150.0,"вулиця Андрія Верхогляда, 19-Б",Печерський,130.0,4,15,2020.0
1447,3949445504.0,64000,1117.0,"вулиця Архітектора Ніколаєва, 9-А",Деснянський,57.3,2,5,1986.0
1448,4242979066.0,265000,2642.0,"вулиця Самійла Кішки, 10/1",Голосіївський,100.3,3,15,2018.0
1449,4249201727.0,189000,2034.0,"Білоруська вулиця, 3",Шевченківський,92.9,2,20,2009.0
1450,4249258187.0,85000,1163.0,"проспект Червоної Калини, 49-А",Деснянський,73.1,3,6,1984.0
1451,4249357474.0,55000,1562.0,"вулиця Княжий Затон, 5",Дарницький,35.2,1,8,1993.0
1452,4044204292.0,138000,1507.0,"вулиця Будівельників, 30",Дніпровський,91.6,3,3,2007.0
1453,3859568850.0,111000,1480.0,"Урлівська вулиця, 21-А",Дарницький,75.0,2,3,2007.0
1454,4027849551.0,45000,900.0,"вулиця Івана Дзюби, 12",Святошинський,50.0,2,1,1969.0
1455,3970434993.0,40000,816.0,"вулиця Зодчих, 50-А",Святошинський,49.0,2,5,1970.0
1456,4235694835.0,95000,1357.0,"проспект Європейського Союзу, 53/46",Подільський,70.0,2,25,2022.0
1457,4082611239.0,79953,918.0,"Світла вулиця, 3",Дарницький,87.1,2,9,1972.0
1458,3803644480.0,70000,1077.0,"Харківське шосе, 182",Дарницький,65.0,2,25,2014.0
1459,3803610150.0,73000,1028.0,"Харківське шосе, 182",Дарницький,71.0,2,25,2014.0
1461,4235800004.0,99000,2302.0,"вулиця Родини Крістерів, 16",Подільський,43.0,1,6,2024.0
1462,3077107616.0,169500,2230.0,"вулиця Вʼячеслава Чорновола, 25",Шевченківський,76.0,2,4,2006.0
1463,4180980551.0,77671,1535.0,"Дніпровська набережна, 17-К",Дарницький,50.6,1,9,2024.0
1464,4245670290.0,298800,2165.0,"Річкова вулиця, 4",Шевченківський,138.0,3,19,2024.0
1465,3401054824.0,230000,3433.0,"Жилянська вулиця, 59",Голосіївський,67.0,1,12,2006.0
1467,3406963304.0,750000,2772.0,"Старонаводницька вулиця, 13",Печерський,270.6,6,18,2005.0
1468,4235541206.0,70000,1138.0,"вулиця Зодчих, 50-Б",Святошинський,61.5,2,6,2012.0
1469,2849294259.0,210000,1944.0,"вулиця Юрія Шумського, 5",Дніпровський,108.0,3,17,2014.0
1470,4192954322.0,133500,1355.0,"вулиця Князя Романа Мстиславича, 22а",Дніпровський,98.5,3,13,2024.0
1471,4224273165.0,109000,1282.0,"Вишгородська вулиця, 45/10",Подільський,85.0,2,10,2015.0
1473,3970192612.0,450000,3782.0,"Кудрявська вулиця, 24а",Шевченківський,119.0,3,9,2022.0
1474,4129704775.0,45000,1000.0,"вулиця Ольжича, 7",Шевченківський,45.0,2,2,1961.0
1475,4133415000.0,86000,1514.0,"проспект Миколи Бажана, 24/1",Дарницький,56.8,1,13,1999.0
1476,3880493721.0,118600,1638.0,"вулиця Августина Волошина, 2-А",Солом’янський,72.4,3,12,2005.0
1477,4164190647.0,65000,1368.0,"вулиця Івана Виговського, 10-C",Подільський,47.5,1,15,2024.0
1478,3764272517.0,120000,1791.0,"Каховська вулиця, 62-А",Дніпровський,67.0,2,26,2020.0
1479,4082585094.0,43000,956.0,"Лісовий проспект, 43",Деснянський,45.0,2,8,1972.0
1480,4137277529.0,120000,1333.0,"вулиця Петра Калнишевського, 7",Оболонський,90.0,3,22,2010.0
1481,4236048173.0,200000,1905.0,"вулиця Олександра Довженка, 16-В",Шевченківський,105.0,4,9,1990.0
1482,3540274565.0,104500,1497.0,"Воскресенська вулиця, 2-В",Дніпровський,69.8,2,16,2024.0
1483,4065457571.0,112620,1442.0,"вулиця Академіка Заболотного, 1-А",Голосіївський,78.1,2,32,2021.0
1484,4117366333.0,75000,1210.0,"вулиця Шолом-Алейхема, 6",Деснянський,62.0,3,5,1970.0
1485,3891709164.0,68000,1236.0,"проспект Академіка Глушкова, 59",Голосіївський,55.0,2,8,1987.0
1486,2947584340.0,220000,2148.0,"вулиця Академіка Філатова, 2/1",Печерський,102.4,3,15,2018.0
1488,4248914975.0,61000,1906.0,"вулиця Вавилових, 11",Шевченківський,32.0,1,21,2024.0
1489,4195871796.0,76000,1134.0,"вулиця Академіка Шалімова, 33",Солом’янський,67.0,3,14,1979.0
1490,4252206092.0,70000,1250.0,"бульвар Вацлава Гавела, 38-Г",Солом’янський,56.0,2,3,2001.0
1491,4132796830.0,105000,2625.0,"Столичне шосе, 1",Голосіївський,40.0,2,11,2021.0
1492,4001389582.0,295000,1735.0,"Шовковична вулиця, 7-А",Печерський,170.0,5,5,1960.0
1494,3568254106.0,187000,2200.0,"вулиця Михайла Омеляновича-Павленка, 11",Печерський,85.0,3,5,1980.0
1495,1015367008.0,240000,1818.0,"Крутий узвіз, 6/2",Печерський,132.0,3,8,1948.0
1496,4022023638.0,120000,1846.0,"провулок Костя Гордієнка, 1-А",Печерський,65.0,2,1,1978.0
1497,3968655856.0,270000,3755.0,"вулиця Антоновича, 74",Голосіївський,71.9,2,15,2017.0
1498,3432972944.0,1799000,7196.0,"вулиця Мечникова, 11-А",Печерський,250.0,4,19,2022.0
1500,4081911127.0,138000,2123.0,"вулиця Генерала Шаповала, 2",Солом’янський,65.0,1,14,2010.0
1501,4167371546.0,62700,1354.0,"вулиця Гліба Бабіча, 8-Г",Дарницький,46.3,1,16,2025.0
1502,3525263036.0,380000,2969.0,"Золотоустівська вулиця, 10-12",Шевченківський,128.0,3,10,2000.0
1503,4015894474.0,330000,1941.0,"Жилянська вулиця, 59",Голосіївський,170.0,4,9,2006.0
1504,3011530155.0,70000,933.0,"Тульчинська вулиця, 7",Подільський,75.0,4,5,1963.0
1505,4165044589.0,120000,2131.0,"Звіринецька вулиця, 70-А",Печерський,56.3,1,5,2024.0
1506,4187610810.0,105000,1250.0,"вулиця Олександра Мишуги, 1/4",Дарницький,84.0,3,4,1997.0
1509,4125842777.0,72000,1565.0,"вулиця Миколи Закревського, 101-А",Деснянський,46.0,1,15,2018.0
1510,4183926640.0,89000,1914.0,"бульвар Лесі Українки, 8",Печерський,46.5,2,1,1958.0
1511,4183886993.0,69000,1579.0,"бульвар Лесі Українки, 8",Печерський,43.7,1,1,1958.0
1512,3968655856.0,270000,3755.0,"вулиця Антоновича, 74",Голосіївський,71.9,2,15,2017.0
1513,4132796830.0,105000,2625.0,"Столичне шосе, 1",Голосіївський,40.0,2,11,2021.0
1515,3525263036.0,380000,2969.0,"Золотоустівська вулиця, 10-12",Шевченківський,128.0,3,10,2000.0
1516,4167371546.0,62700,1354.0,"вулиця Гліба Бабіча, 8-Г",Дарницький,46.3,1,16,2025.0
1518,3011530155.0,70000,933.0,"Тульчинська вулиця, 7",Подільський,75.0,4,5,1963.0
1519,3880634989.0,99000,1850.0,"вулиця Князів Острозьких, 17/2",Печерський,53.5,2,9,1973.0
1521,4130815757.0,93000,2514.0,"проспект Європейського Союзу, 43-Б",Подільський,37.0,1,14,2018.0
1522,4215439889.0,85000,1174.0,"Коноплянська вулиця, 22-Б",Оболонський,72.4,2,13,2024.0
1523,4192002488.0,82000,1079.0,"вулиця Миколи Закревського, 47-А",Деснянський,76.0,3,11,1983.0
1524,4236135967.0,85000,1288.0,"Святошинська площа, 1",Святошинський,66.0,2,20,2006.0
1525,4023987518.0,1500000,5357.0,"Бульварно-Кудрявська вулиця, 15",Шевченківський,280.0,3,18,1907.0
1527,4239329257.0,153000,1912.0,"Регенераторна вулиця, 4 к17",Дніпровський,80.0,2,8,2015.0
1528,4133326561.0,100000,2513.0,"вулиця Богдана Хмельницького, 32",Шевченківський,39.8,2,1,1917.0
1529,3140243380.0,165000,2750.0,"Дегтярна вулиця, 8",Подільський,60.0,2,3,2016.0
1530,4132681202.0,115000,2300.0,"Зарічна вулиця, 2 к1",Дарницький,50.0,1,26,2021.0
1532,4248779764.0,138000,3136.0,"Золотоустівська вулиця, 34",Шевченківський,44.0,1,17,2016.0
1533,4248914975.0,61000,1906.0,"вулиця Вавилових, 11",Шевченківський,32.0,1,21,2024.0
1535,4081935686.0,185000,1968.0,"вулиця Генерала Шаповала, 2-А",Солом’янський,94.0,2,13,2010.0
1537,4081911127.0,138000,2123.0,"вулиця Генерала Шаповала, 2",Солом’янський,65.0,1,14,2010.0
1538,4020628386.0,980000,5000.0,"вулиця Антоновича, 14",Голосіївський,196.0,5,2,1900.0
1539,4069855344.0,105000,1105.0,"вулиця Оноре де Бальзака, 6",Деснянський,95.0,3,19,1988.0
1540,4129403574.0,160000,2963.0,"вулиця Миколи Пимоненка, 19",Шевченківський,54.0,2,16,2021.0
1542,4248594356.0,199999,2469.0,"Фортечний тупик, 7в",Печерський,81.0,2,9,2023.0
1543,3968194296.0,105000,1400.0,"вулиця Митрополита Андрея Шептицького, 3-А",Дніпровський,75.0,3,10,1987.0
1544,4105109091.0,172000,1977.0,"вулиця Михайла Максимовича, 3-Г",Голосіївський,87.0,2,6,2012.0
1545,4207849018.0,120000,1552.0,"Мала Житомирська вулиця, 10",Шевченківський,77.3,3,2,1969.0
1546,3967572188.0,185000,2312.0,"Берестейський проспект, 11 к2",Шевченківський,80.0,3,8,2021.0
1548,4219471662.0,165000,2115.0,"вулиця Братів Шеметів, 10/8",Голосіївський,78.0,3,16,2023.0
1550,4156270970.0,54000,964.0,"проспект Червоної Калини, 22",Деснянський,56.0,2,10,1983.0
1551,4249735388.0,60000,1008.0,"вулиця Івана Миколайчука, 13",Дніпровський,59.5,3,3,1969.0
1552,4159661496.0,118000,1093.0,"вулиця Миколи Голего, 12",Солом’янський,108.0,3,13,1999.0
1554,4134358127.0,152000,3234.0,"Дегтярівська вулиця, 17 к1",Шевченківський,47.0,1,18,2021.0
1555,4044685423.0,70000,1647.0,"Моторний провулок, 11",Голосіївський,42.5,1,12,2019.0
1556,4118410497.0,375000,3024.0,"Голосіївський проспект, 58",Голосіївський,124.0,3,17,2009.0
1557,4128672572.0,287000,3513.0,"Трускавецька вулиця, 10-Д",Дарницький,81.7,2,14,2021.0
1558,4115594905.0,178000,2198.0,"Лабораторний провулок, 6",Печерський,81.0,2,14,2010.0
1559,4212189421.0,140000,1556.0,"Дніпровська набережна, 15-Ж",Дарницький,90.0,3,25,2023.0
1560,4141453311.0,145000,2417.0,"вулиця Генерала Шаповала, 2",Солом’янський,60.0,1,18,2010.0
1561,4224100380.0,81000,1492.0,"Депутатська вулиця, 30",Святошинський,54.3,2,5,1981.0
1562,4235404368.0,49900,1349.0,"вулиця Бориса Гмирі, 20",Дарницький,37.0,1,2,2022.0
1563,3835129407.0,160000,1839.0,"проспект Валерія Лобановського, 15/7",Солом’янський,87.0,3,5,2016.0
1564,4252100741.0,156000,1793.0,"проспект Валерія Лобановського, 4-А",Солом’янський,87.0,2,21,2010.0
1565,3911588724.0,186000,3000.0,"вулиця Іоанна Павла II, 12",Печерський,62.0,1,22,2020.0
1566,4045575464.0,55000,859.0,"Бориспільська вулиця, 19",Дарницький,64.0,2,2,2022.0
1567,4161545651.0,249900,1572.0,"вулиця Левка Лукʼяненка, 21к2",Оболонський,159.0,4,14,2005.0
1569,3835656946.0,170000,1024.0,"вулиця Радистів, 34-Н",Деснянський,166.0,4,10,2020.0
1570,3825303443.0,184900,1681.0,"проспект Миколи Бажана, 6 к5",Дарницький,110.0,3,15,2021.0
1571,2709903148.0,1100000,4583.0,"вулиця Січових Стрільців, 44-А",Шевченківський,240.0,5,5,2020.0
1572,3681746077.0,195000,1821.0,"Казарменна вулиця, 6-Г",Шевченківський,107.1,3,3,2014.0
1573,3730404016.0,40000,1250.0,"Відрадний проспект, 12",Солом’янський,32.0,1,5,1961.0
1575,3746431119.0,210000,2625.0,"Микільсько-Слобідська вулиця, 10",Дніпровський,80.0,2,13,2021.0
1576,4105194255.0,240000,2667.0,"Банкова вулиця, 3",Печерський,90.0,3,4,1937.0
1577,3815715501.0,350000,2397.0,"вулиця Протасів Яр, 8",Солом’янський,146.0,3,5,2010.0
1578,4192186490.0,2300000,6284.0,"Ірининська вулиця, 5/24",Шевченківський,366.0,5,15,2005.0
1581,2262076181.0,329000,2223.0,"вулиця Богдана Хмельницького, 32",Шевченківський,148.0,4,4,1917.0
1582,4137249872.0,155000,1890.0,"вулиця Кадетський Гай, 10",Солом’янський,82.0,3,21,2021.0
1583,2774257751.0,120000,1858.0,"вулиця Бориса Гмирі, 8-Б",Дарницький,64.6,2,16,2009.0
1584,3633692869.0,285000,2127.0,"Дмитрівська вулиця, 13",Шевченківський,134.0,4,8,2002.0
1585,4223971072.0,72000,1385.0,"Тираспольська вулиця, 43",Подільський,52.0,2,5,1990.0
1586,3528657795.0,285000,1676.0,"Золотоустівська вулиця, 50",Шевченківський,170.0,3,6,2007.0
1587,4141422319.0,75000,1216.0,"вулиця Авіаконструктора Антонова, 43",Солом’янський,61.7,3,2,1964.0
1588,4137237002.0,199000,1785.0,"вулиця Самійла Кішки, 7-А",Голосіївський,111.5,3,8,2008.0
1589,4116073196.0,83000,933.0,"вулиця Чорних Запорожців, 26-А",Дніпровський,89.0,2,22,2011.0
1590,4245571817.0,165000,1242.0,"вулиця Івана Виговського, 40/12",Подільський,132.9,5,25,2022.0
1591,3908107425.0,285000,1390.0,"вулиця Академіка Заболотного, 1-А",Голосіївський,205.0,5,9,2021.0
1592,4180008149.0,155000,1782.0,"бульвар Миколи Міхновського, 13-А",Печерський,87.0,3,8,2025.0
1594,4215777460.0,138000,1350.0,"вулиця Юлії Здановської, 58-А",Голосіївський,102.2,3,9,2006.0
1596,4249275936.0,225000,2625.0,"Бульварно-Кудрявська вулиця, 31-А",Шевченківський,85.7,3,4,1937.0
1597,4052393664.0,160000,2589.0,"вулиця Січових Стрільців, 40",Шевченківський,61.8,2,5,1915.0
1598,4096333142.0,96000,2160.0,"бульвар Миколи Міхновського, 13-А",Печерський,44.44,1,18,2025.0
1599,4137062132.0,282000,2496.0,"бульвар Миколи Міхновського, 13-А",Печерський,112.96,3,19,2025.0
1600,4025554574.0,202000,2472.0,"бульвар Миколи Міхновського, 13-А",Печерський,81.7,2,18,2025.0
1602,3964053558.0,109000,2453.0,"бульвар Миколи Міхновського, 13-А",Печерський,44.44,1,23,2025.0
1603,3199161819.0,112000,2474.0,"бульвар Миколи Міхновського, 13-А",Печерський,45.27,1,21,2025.0
1604,2921164392.0,198000,1752.0,"бульвар Миколи Міхновського, 13-А",Печерський,113.0,3,11,2025.0
1605,3307660967.0,103000,1943.0,"бульвар Миколи Міхновського, 13-А",Печерський,53.0,1,20,2025.0
1606,4075224928.0,110000,2043.0,"бульвар Миколи Міхновського, 13-А",Печерський,53.84,1,11,2025.0
1608,4025596794.0,185000,2922.0,"бульвар Миколи Міхновського, 13-А",Печерський,63.32,2,23,2025.0
1609,2921071634.0,710000,3142.0,"Ділова вулиця, 4",Печерський,226.0,4,20,2014.0
1610,3873376193.0,164000,2310.0,"вулиця Антоновича, 103-А",Голосіївський,71.0,3,11,1994.0
1611,4117585220.0,85000,1771.0,"Харківське шосе, 190",Дарницький,48.0,1,9,2020.0
1612,1836907851.0,143000,1765.0,"Берестейський проспект, 109-А",Святошинський,81.0,3,18,2018.0
1613,3852146766.0,93000,1329.0,"вулиця Андрія Малишка, 3",Дніпровський,70.0,3,11,1975.0
1615,4216306532.0,136000,2759.0,"вулиця Михайла Максимовича, 32-Б",Солом’янський,49.3,2,12,2023.0
1616,3805256791.0,74000,2467.0,"вулиця Академіка Заболотного, 1-Б",Голосіївський,30.0,1,28,2021.0
1617,3987662333.0,495000,2298.0,"Салютна вулиця, 2к8",Шевченківський,215.4,5,16,2021.0
1618,3182961448.0,189990,796.0,"Срібнокільська вулиця, 22",Дарницький,238.8,5,23,2006.0
1619,4180650927.0,39990,1465.0,"Польова вулиця, 73",Солом’янський,27.3,1,16,2021.0
1620,4015726564.0,62000,1968.0,"Волошкова вулиця, 2",Солом’янський,31.5,1,6,2017.0
1621,3832039615.0,112000,2196.0,"вулиця Хорива, 45/24",Подільський,51.0,2,2,1915.0
1623,3739310120.0,172990,2507.0,"Голосіївський проспект, 58",Голосіївський,69.0,2,7,2009.0
1624,4219265574.0,81000,1653.0,"Воскресенська вулиця, 14-Б",Дніпровський,49.0,1,21,2013.0
1625,4239193566.0,155000,2925.0,"Берестейський проспект, 11 к3",Шевченківський,53.0,2,6,2021.0
1626,4153096363.0,99000,1478.0,"Оболонський проспект, 39-А",Оболонський,67.0,3,6,1977.0
1627,4152843539.0,89900,2430.0,"вулиця Академіка Заболотного, 1-Б",Голосіївський,37.0,1,28,2021.0
1629,3556691731.0,259000,4295.0,"вулиця Саксаганського, 37-К",Голосіївський,60.3,1,24,2016.0
1630,3831553054.0,220000,3125.0,"вулиця Михайла Бойчука, 41-Б",Печерський,70.4,2,3,2020.0
1631,3799754300.0,185000,1713.0,"вулиця Антоновича, 15",Голосіївський,108.0,3,4,1910.0
1632,4191819768.0,195000,2321.0,"Золотоустівська вулиця, 52",Шевченківський,84.0,3,14,2013.0
1633,4078512405.0,310000,2627.0,"Предславинська вулиця, 42",Печерський,118.0,3,11,2021.0
1635,4117262685.0,54500,893.0,"проспект Павла Тичини, 5",Дніпровський,61.0,3,5,1969.0
1636,4254385177.0,70168,723.0,"Радунська вулиця, 11",Деснянський,97.0,3,7,2003.0
1637,4242067109.0,39600,1193.0,"бульвар Миколи Руденка, 19",Святошинський,33.2,1,4,1971.0
1638,4245687285.0,290000,3372.0,"вулиця Андрія Верхогляда, 9",Печерський,86.0,3,4,2013.0
1640,4208133682.0,172000,2389.0,"вулиця Митрополита Василя Липківського, 33-А",Солом’янський,72.0,2,17,2018.0
1641,4208069729.0,145000,3372.0,"вулиця Митрополита Василя Липківського, 38",Солом’янський,43.0,1,14,2021.0
1642,4156590472.0,370000,4205.0,"вулиця Саперне Поле, 5",Печерський,88.0,3,6,2019.0
1643,4156714873.0,410000,3513.0,"Глибочицька вулиця, 73",Шевченківський,116.7,3,14,2021.0
1644,4208107520.0,150000,1786.0,"проспект Валерія Лобановського, 4-Б",Солом’янський,84.0,2,18,2010.0
1645,3652269347.0,210000,4200.0,"вулиця Андрія Верхогляда, 3",Печерський,50.0,1,2,2010.0
1646,3480133742.0,95000,1131.0,"вулиця Гліба Бабіча, 8-Б",Дарницький,84.0,3,5,2023.0
1647,3480133742.0,95000,1131.0,"вулиця Гліба Бабіча, 8-Б",Дарницький,84.0,3,5,2023.0
1648,4091327824.0,47000,1044.0,"Відрадний проспект, 36",Солом’янський,45.0,2,1,1963.0
1650,4249275936.0,225000,2625.0,"Бульварно-Кудрявська вулиця, 31-А",Шевченківський,85.7,3,4,1937.0
1651,4140916613.0,235000,3319.0,"вулиця Саперне Поле, 14/55",Печерський,70.8,2,22,2016.0
1652,4208107520.0,150000,1786.0,"проспект Валерія Лобановського, 4-Б",Солом’янський,84.0,2,18,2010.0
1653,4156714873.0,410000,3513.0,"Глибочицька вулиця, 73",Шевченківський,116.7,3,14,2021.0
1654,3975970397.0,60000,1304.0,"вулиця Чорних Запорожців, 17",Дніпровський,46.0,2,1,1963.0
1656,4242067109.0,39600,1193.0,"бульвар Миколи Руденка, 19",Святошинський,33.2,1,4,1971.0
1657,4129706618.0,234000,2854.0,"Березнева вулиця, 12",Дніпровський,82.0,2,7,2018.0
1658,4063362692.0,64000,1684.0,"вулиця Всеволода Змієнка, 21",Подільський,38.0,1,23,2022.0
1659,4188221820.0,251100,3100.0,"вулиця Андрія Верхогляда, 17",Печерський,81.0,2,2,2020.0
1660,4192032807.0,61100,1358.0,"Столичне шосе, 1-А",Голосіївський,45.0,1,7,2021.0
1662,3325977758.0,117000,1648.0,"вулиця Шота Руставелі, 10",Печерський,71.0,3,5,1956.0
1663,4189160778.0,59000,1146.0,"проспект Червоної Калини, 20",Деснянський,51.5,2,5,1983.0
1664,3964120222.0,135000,2935.0,"бульвар Тараса Шевченка, 10",Шевченківський,46.0,2,3,1957.0
1666,3681746077.0,195000,1821.0,"Казарменна вулиця, 6-Г",Шевченківський,107.1,3,3,2014.0
1667,3911588724.0,186000,3000.0,"вулиця Іоанна Павла II, 12",Печерський,62.0,1,22,2020.0
1668,3739310120.0,172990,2507.0,"Голосіївський проспект, 58",Голосіївський,69.0,2,7,2009.0
1669,3835129407.0,160000,1839.0,"проспект Валерія Лобановського, 15/7",Солом’янський,87.0,3,5,2016.0
1670,4252100741.0,156000,1793.0,"проспект Валерія Лобановського, 4-А",Солом’янський,87.0,2,21,2010.0
1671,4118410497.0,375000,3024.0,"Голосіївський проспект, 58",Голосіївський,124.0,3,17,2009.0
1672,4128672572.0,287000,3513.0,"Трускавецька вулиця, 10-Д",Дарницький,81.7,2,14,2021.0
1673,4235404368.0,49900,1349.0,"вулиця Бориса Гмирі, 20",Дарницький,37.0,1,2,2022.0
1674,2991568087.0,56000,1697.0,"вулиця Лариси Руденко, 8",Дарницький,33.0,1,4,1996.0
1675,3973441008.0,67000,893.0,"проспект Червоної Калини, 46",Деснянський,75.0,3,4,1989.0
1677,4064900020.0,50000,1667.0,"Харківське шосе, 21/1",Дарницький,30.0,1,8,1967.0
