,Id,Price_main,Price_for_m2,Address,district,area,rooms,floor,build_year
1678,4021313612.0,57000,1326.0,"вулиця Миколи Закревського, 95-Б",Деснянський,43.0,1,14,2015.0
1679,3325977758.0,117000,1648.0,"вулиця Шота Руставелі, 10",Печерський,71.0,3,5,1956.0
1680,4245569292.0,195000,2872.0,"Зарічна вулиця, 4",Дарницький,67.9,2,32,2021.0
1681,3928901812.0,115000,1463.0,"Балтійський провулок, 5",Оболонський,78.6,2,22,2020.0
1683,4233181950.0,375000,1812.0,"Введенська вулиця, 27/51",Подільський,207.0,5,9,2002.0
1684,4245620732.0,206000,2784.0,"вулиця Саперне Поле, 12",Печерський,74.0,2,7,2015.0
1685,4007295554.0,65000,1197.0,"вулиця Рене Декарта, 4/2",Святошинський,54.3,2,5,1957.0
1686,4184044449.0,140000,1944.0,"Банкова вулиця, 1/10",Печерський,72.0,2,4,1937.0
1687,3496846620.0,63000,1297.0,"Коноплянська вулиця, 22-А",Оболонський,48.56,1,16,2024.0
1689,4126459716.0,159900,1723.0,"вулиця Академіка Заболотного, 1-Б",Голосіївський,92.8,3,31,2021.0
1690,4220378130.0,155500,3987.0,"Кирилівська вулиця, 37",Подільський,39.0,1,7,2021.0
1691,4239453507.0,1750000,5673.0,"вулиця Івана Мазепи, 11-Б",Печерський,308.5,4,8,2011.0
1693,4048820108.0,162000,2842.0,"Воскресенська вулиця, 2-В",Дніпровський,57.0,2,15,2024.0
1694,4248858777.0,93000,1358.0,"вулиця Олександра Олеся, Будинок 10.5",Подільський,68.5,2,10,2025.0
1695,4208546455.0,95000,1400.0,ЖК Метрополіс,Голосіївський,67.88,2,27,2021.0
1696,4003889104.0,115000,1709.0,вулиця Академіка Заболотного,Голосіївський,67.29,2,4,2021.0
1698,2079991999.0,275000,2278.0,ЖК Кирилівський Гай,Шевченківський,120.7,3,11,2019.0
1700,4133806685.0,70000,1628.0,вулиця Олександра Олеся,Подільський,43.0,1,7,2023.0
1701,4164290540.0,120000,1663.0,ЖК Maxima Residence,Печерський,72.17,1,16,2025.0
1704,4215889397.0,85000,1595.0,"Половецька вулиця, Будинок",Шевченківський,53.3,1,14,2025.0
1705,4216028412.0,93000,1388.0,"вулиця Олександра Олеся, Будинок 10.3",Подільський,67.0,2,6,2025.0
1708,3516058792.0,91400,1252.0,Берестейський проспект,Святошинський,73.0,2,9,2025.0
1710,2768579497.0,750000,2005.0,Жилянська вулиця,Голосіївський,374.0,5,4,1917.0
1712,4033274669.0,122700,2921.0,ЖК Нова Англія,Голосіївський,42.0,1,13,2025.0
1713,4219602296.0,85000,2179.0,"вулиця Кадетський Гай, 8",Солом’янський,39.0,1,19,2021.0
1717,4152363928.0,380000,3220.0,"вулиця Антоновича, Будинок",Голосіївський,118.0,3,27,2025.0
1718,4235603715.0,170810,2900.0,"вулиця Антоновича, Будинок",Голосіївський,58.9,1,5,2025.0
1719,4235385548.0,99000,1640.0,"Набережно-Рибальська дорога, Будинок 11",Подільський,60.38,1,6,2025.0
1720,4184480920.0,150000,2586.0,OLEGIV Boutique Residence,Шевченківський,58.0,1,2,2025.0
1722,4152415729.0,225000,3571.0,"вулиця Антоновича, Будинок",Голосіївський,63.0,1,30,2025.0
1723,4152190122.0,139999,1918.0,"вулиця Академіка Заболотного, Будинок 3",Голосіївський,73.0,3,4,2025.0
1725,4223742153.0,242550,4900.0,"вулиця Антоновича, Будинок",Голосіївський,49.5,1,5,2025.0
1726,3704916393.0,224000,3500.0,"Салютна вулиця, 2к17",Шевченківський,64.0,2,4,2023.0
1727,3984544726.0,155000,1281.0,"Зарічна вулиця, Будинок 8",Дарницький,121.0,3,3,2025.0
1729,4195814590.0,127000,3098.0,ЖК Метрополіс,Голосіївський,41.0,1,23,2021.0
1732,4211942995.0,56000,1057.0,"вулиця Володимира Брожка, Будинок 4",Солом’янський,53.0,1,24,2016.0
1734,4068674536.0,80000,1509.0,"проспект Алішера Навої, 69",Дніпровський,53.0,1,13,2012.0
1735,4133742489.0,104000,1763.0,"вулиця Саксаганського, 129-А",Шевченківський,59.0,2,4,1900.0
1737,3831484655.0,33000,1404.0,"вулиця Вадима Гетьмана, 24/9",Солом’янський,23.5,1,7,1972.0
1738,3983957606.0,125000,1344.0,"Коноплянська вулиця, 22-Б",Оболонський,93.0,3,3,2024.0
1739,3597261828.0,195000,2746.0,"Причальна вулиця, 14",Дарницький,71.0,2,19,2021.0
1740,4239176844.0,280000,2276.0,"вулиця Митрополита Василя Липківського, 37-Б",Солом’янський,123.0,3,9,2018.0
1741,4192374576.0,100000,1961.0,"вулиця Митрополита Василя Липківського, 37-Б",Солом’янський,51.0,1,21,2018.0
1743,3828087112.0,73000,1037.0,"Галицька вулиця, 12",Подільський,70.4,3,8,1982.0
1744,4216186484.0,45300,928.0,"вулиця Героїв Енергетиків, Будинок 1",Деснянський,48.8,1,12,2025.0
1745,4224112337.0,285000,3167.0,"вулиця Богдана Хмельницького, 10",Шевченківський,90.0,3,4,1903.0
1746,4219501330.0,41000,1171.0,"проспект Романа Шухевича, 28-А",Дніпровський,35.0,1,4,1980.0
1747,4248707646.0,120000,2143.0,"Ризька вулиця, 73-Г",Шевченківський,56.0,2,25,2014.0
1748,4048343455.0,301000,1750.0,"Оболонський проспект, 6-А",Оболонський,172.0,3,15,2022.0
1749,4048856778.0,409000,1748.0,"Оболонський проспект, 6-А",Оболонський,234.0,4,15,2022.0
1750,4212324068.0,120000,1905.0,"вулиця Саксаганського, 36",Голосіївський,63.0,2,2,1917.0
1751,4105110602.0,314500,1747.0,"Оболонський проспект, 6-А",Оболонський,180.0,3,15,2022.0
1752,3727068949.0,195000,3250.0,"бульвар Лесі Українки, 7-В",Печерський,60.0,1,20,2017.0
1753,4125862384.0,630000,4468.0,"Круглоуніверситетська вулиця, 14",Печерський,141.0,3,7,1917.0
1754,4208298499.0,158000,1717.0,"вулиця Михайла Омеляновича-Павленка, 19-А",Печерський,92.0,3,15,1974.0
1755,4242355306.0,130000,1711.0,"вулиця Юрія Кондратюка, 3",Оболонський,76.0,2,9,2015.0
1756,4239326089.0,115000,2687.0,"Салютна вулиця, 2к9",Шевченківський,42.8,1,7,2021.0
1758,4052917396.0,70000,1346.0,"вулиця Михайла Гришка, 9",Дарницький,52.0,1,24,2006.0
1759,3439013650.0,133000,2830.0,"вулиця Петра Сагайдачного, 18",Подільський,47.0,1,4,2024.0
1760,4239424027.0,690000,4600.0,"Інститутська вулиця, 13-А",Печерський,150.0,3,6,1917.0
1761,4248201715.0,178100,3238.0,"Салютна вулиця, 2к6",Шевченківський,55.0,2,7,2021.0
1762,3815560800.0,190000,3151.0,"Михайлівська вулиця, 21-А",Шевченківський,60.3,3,3,1917.0
1765,4241833180.0,98000,1420.0,"вулиця Ревуцького, 40-В",Дарницький,69.0,2,24,2019.0
1766,4137600061.0,94000,1106.0,"вулиця Академіка Заболотного, 15-В",Голосіївський,85.0,3,21,2021.0
1767,3995213934.0,65000,1512.0,"проспект Повітряних Сил, 56-Г",Солом’янський,43.0,1,21,2025.0
1771,4020481513.0,67000,1367.0,"Балтійський провулок, 5",Оболонський,49.0,1,11,2020.0
1772,4245158220.0,93000,1691.0,"вулиця Героїв полку «Азов», 25",Оболонський,55.0,2,8,1974.0
1774,4243120775.0,57000,983.0,"вулиця Ентузіастів, 7/1",Дніпровський,58.0,2,6,1967.0
1775,4165467367.0,42913,1717.0,"Осіння вулиця, 71",Святошинський,25.0,1,3,2021.0
1776,3750960728.0,70000,636.0,"Осіння вулиця, 33",Святошинський,110.0,3,25,2007.0
1777,4233102042.0,56000,1647.0,"Русанівська набережна, 10",Дніпровський,34.0,1,2,1965.0
1778,3704198053.0,114000,1652.0,"проспект Павла Тичини, 4",Дніпровський,69.0,2,14,2001.0
1779,3988032484.0,150000,1724.0,"вулиця Степана Руданського, 3-А",Шевченківський,87.0,2,12,2013.0
1780,4188502542.0,43000,1075.0,"вулиця Григорія Чупринки, 5",Дніпровський,40.0,2,5,1961.0
1781,3754391805.0,87000,1088.0,"вулиця Ревуцького, 54",Дарницький,80.0,2,15,2021.0
1782,4007730611.0,105500,1702.0,"Березняківська вулиця, 29-А",Дніпровський,62.0,2,15,2025.0
1783,4126068813.0,101000,1262.0,"Ірпінська вулиця, 2",Святошинський,80.0,3,5,1979.0
1785,4246429105.0,60000,1296.0,"вулиця Олександра Архипенка, 10",Оболонський,46.3,2,4,1975.0
1786,3884380123.0,100000,1250.0,"вулиця Ревуцького, 40-Г",Дарницький,80.0,2,8,2018.0
1787,3685268263.0,139000,1689.0,"вулиця Юлії Здановської, 54",Голосіївський,82.3,2,10,2007.0
1788,4122439265.0,109000,1094.0,"вулиця Братства Тарасівців, 12/37",Дарницький,99.6,3,15,2003.0
1789,3887592165.0,107500,1396.0,"проспект Повітряних Сил, 56",Солом’янський,77.0,2,21,2023.0
1791,3953865036.0,76000,1267.0,"вулиця Академіка Заболотного, 1-А",Голосіївський,60.0,2,34,2021.0
1792,4242678072.0,460000,2091.0,"вулиця Паторжинського, 14",Шевченківський,220.0,4,5,2003.0
1793,4245379568.0,420000,3500.0,"вулиця Євгена Коновальця, 34-А",Печерський,120.0,4,12,2018.0
1794,4048371848.0,199000,3210.0,"Рейтарська вулиця, 7-Б",Шевченківський,62.0,2,3,1917.0
1795,3838228861.0,460000,3348.0,"вулиця Євгена Коновальця, 32-Б",Печерський,137.4,3,12,2006.0
1797,4169149806.0,250000,2980.0,"Дніпровська набережна, 14-Б",Дарницький,83.9,2,21,2012.0
1798,4136762503.0,145000,1986.0,"Дегтярівська вулиця, 17 к1",Шевченківський,73.0,2,17,2021.0
1799,4129658988.0,149000,1505.0,"вулиця Юрія Поправки, 4/39-А",Дніпровський,99.0,3,17,2016.0
1800,4215552664.0,68000,1115.0,"вулиця Андрія Головка, 31",Солом’янський,61.0,2,5,1973.0
1801,3912122498.0,260000,2889.0,"вулиця Юлії Здановської, 28",Голосіївський,90.0,3,11,2025.0
1802,3646327168.0,50000,1562.0,"Березняківська вулиця, 22",Дніпровський,32.0,1,5,1971.0
1803,4160832144.0,67999,1581.0,"проспект Повітряних Сил, 56-Г",Солом’янський,43.0,1,7,2025.0
1804,4184616244.0,112000,1455.0,"проспект Повітряних Сил, 56",Солом’янський,77.0,2,23,2023.0
1805,3742754614.0,110000,1410.0,"проспект Повітряних Сил, 56-Б",Солом’янський,78.0,2,15,2023.0
1806,4105559444.0,58500,1671.0,"вулиця Сімʼї Кульженків, 37",Оболонський,35.0,1,24,2019.0
1807,3991830733.0,250000,2778.0,"вулиця Петра Сагайдачного, 18",Подільський,90.0,2,4,2024.0
1808,3591370385.0,173800,2451.0,"бульвар Лесі Українки, 7-А",Печерський,70.9,1,26,2012.0
1809,3934179590.0,159500,2381.0,"Салютна вулиця, 2к8",Шевченківський,67.0,2,8,2021.0
1810,3526930914.0,47000,1078.0,"вулиця Авіаконструктора Антонова, 12",Солом’янський,43.6,2,5,1960.0
1812,4120990498.0,140000,1400.0,"проспект Володимира Івасюка, 49",Оболонський,100.0,3,8,1982.0
1814,4223299923.0,77000,2026.0,"вулиця Софії Русової, 7",Дарницький,38.0,1,7,2017.0
1815,3816640659.0,234999,2350.0,"вулиця Митрополита Василя Липківського, 37-Б",Солом’янський,100.0,3,13,2018.0
1816,3969781955.0,65900,1455.0,"Преображенська вулиця, 39/8",Солом’янський,45.3,2,4,1961.0
1818,4251472210.0,155000,2078.0,"вулиця Митрополита Василя Липківського, 38-А",Солом’янський,74.6,1,4,2021.0
1819,4241641175.0,59000,1255.0,"Прирічна вулиця, 27",Оболонський,47.0,2,1,1980.0
1820,3293046139.0,129000,1277.0,"Здолбунівська вулиця, 3-Г",Дарницький,101.0,3,9,2004.0
1821,4225544607.0,160000,1333.0,"вулиця Олександра Кониського, 46/11",Шевченківський,120.0,2,15,2012.0
1822,4164893301.0,159100,2900.0,"вулиця Антоновича, Будинок",Голосіївський,54.87,1,29,2025.0
